,index,date,time,comp,round,day,venue,gf,ga,opponent,poss,sh,save%,season,team
906,906,2023-02-19,15:30,Bundesliga,Matchweek 21,Sun,Away,0.0,0.0,Union Berlin,46.0,8.0,100.0,2023,Schalke 04
907,907,2023-02-25,18:30,Bundesliga,Matchweek 22,Sat,Home,2.0,1.0,Stuttgart,35.0,12.0,80.0,2023,Schalke 04
908,908,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,2.0,0.0,Bochum,39.0,10.0,100.0,2023,Schalke 04
909,909,2023-03-11,18:30,Bundesliga,Matchweek 24,Sat,Home,2.0,2.0,Dortmund,35.0,10.0,75.0,2023,Schalke 04
910,910,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,1.0,1.0,Augsburg,57.0,13.0,66.7,2023,Schalke 04
911,911,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Home,0.0,3.0,Leverkusen,48.0,12.0,66.7,2023,Schalke 04
912,912,2023-04-09,19:30,Bundesliga,Matchweek 27,Sun,Away,0.0,2.0,Hoffenheim,54.0,11.0,75.0,2023,Schalke 04
913,913,2023-04-14,20:30,Bundesliga,Matchweek 28,Fri,Home,5.0,2.0,Hertha BSC,51.0,14.0,50.0,2023,Schalke 04
914,914,2023-04-23,15:30,Bundesliga,Matchweek 29,Sun,Away,0.0,4.0,Freiburg,55.0,9.0,66.7,2023,Schalke 04
915,915,2023-04-29,18:30,Bundesliga,Matchweek 30,Sat,Home,2.0,1.0,Werder Bremen,57.0,19.0,0.0,2023,Schalke 04
916,916,2023-05-05,20:30,Bundesliga,Matchweek 31,Fri,Away,3.0,2.0,Mainz 05,43.0,15.0,50.0,2023,Schalke 04
917,917,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Away,0.0,6.0,Bayern Munich,38.0,8.0,61.5,2023,Schalke 04
918,918,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Home,2.0,2.0,Eint Frankfurt,50.0,11.0,0.0,2023,Schalke 04
919,919,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,2.0,4.0,RB Leipzig,49.0,15.0,63.6,2023,Schalke 04
920,920,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Away,1.0,3.0,Union Berlin,51.0,7.0,62.5,2023,Hertha BSC
921,921,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Home,1.0,1.0,Eint Frankfurt,39.0,12.0,0.0,2023,Hertha BSC
922,922,2022-08-19,20:30,Bundesliga,Matchweek 3,Fri,Away,0.0,1.0,M'Gladbach,36.0,17.0,100.0,2023,Hertha BSC
923,923,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,0.0,1.0,Dortmund,38.0,13.0,83.3,2023,Hertha BSC
924,924,2022-09-04,15:30,Bundesliga,Matchweek 5,Sun,Away,2.0,0.0,Augsburg,52.0,15.0,100.0,2023,Hertha BSC
925,925,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,2.0,2.0,Leverkusen,42.0,17.0,60.0,2023,Hertha BSC
926,926,2022-09-16,20:30,Bundesliga,Matchweek 7,Fri,Away,1.0,1.0,Mainz 05,43.0,4.0,50.0,2023,Hertha BSC
927,927,2022-10-02,15:30,Bundesliga,Matchweek 8,Sun,Home,1.0,1.0,Hoffenheim,43.0,14.0,75.0,2023,Hertha BSC
928,928,2022-10-09,17:30,Bundesliga,Matchweek 9,Sun,Home,2.0,2.0,Freiburg,42.0,12.0,50.0,2023,Hertha BSC
929,929,2022-10-15,18:30,Bundesliga,Matchweek 10,Sat,Away,2.0,3.0,RB Leipzig,40.0,14.0,25.0,2023,Hertha BSC
930,930,2022-10-23,17:30,Bundesliga,Matchweek 11,Sun,Home,2.0,1.0,Schalke 04,54.0,10.0,50.0,2023,Hertha BSC
931,931,2022-10-28,20:30,Bundesliga,Matchweek 12,Fri,Away,0.0,1.0,Werder Bremen,48.0,9.0,75.0,2023,Hertha BSC
932,932,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Home,2.0,3.0,Bayern Munich,28.0,6.0,25.0,2023,Hertha BSC
933,933,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Away,1.0,2.0,Stuttgart,40.0,11.0,71.4,2023,Hertha BSC
934,934,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,2.0,0.0,Köln,48.0,16.0,100.0,2023,Hertha BSC
935,935,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,1.0,3.0,Bochum,51.0,11.0,0.0,2023,Hertha BSC
936,936,2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Home,0.0,5.0,Wolfsburg,42.0,8.0,42.9,2023,Hertha BSC
937,937,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,0.0,2.0,Union Berlin,52.0,10.0,33.3,2023,Hertha BSC
938,938,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,0.0,3.0,Eint Frankfurt,38.0,15.0,50.0,2023,Hertha BSC
939,939,2023-02-12,15:30,Bundesliga,Matchweek 20,Sun,Home,4.0,1.0,M'Gladbach,31.0,17.0,66.7,2023,Hertha BSC
940,940,2023-02-19,17:30,Bundesliga,Matchweek 21,Sun,Away,1.0,4.0,Dortmund,42.0,16.0,20.0,2023,Hertha BSC
941,941,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,2.0,0.0,Augsburg,44.0,11.0,100.0,2023,Hertha BSC
942,942,2023-03-05,15:30,Bundesliga,Matchweek 23,Sun,Away,1.0,4.0,Leverkusen,39.0,6.0,55.6,2023,Hertha BSC
943,943,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,1.0,1.0,Mainz 05,41.0,10.0,66.7,2023,Hertha BSC
944,944,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,1.0,3.0,Hoffenheim,52.0,11.0,85.7,2023,Hertha BSC
945,945,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,1.0,1.0,Freiburg,42.0,10.0,87.5,2023,Hertha BSC
946,946,2023-04-08,18:30,Bundesliga,Matchweek 27,Sat,Home,0.0,1.0,RB Leipzig,34.0,11.0,83.3,2023,Hertha BSC
947,947,2023-04-14,20:30,Bundesliga,Matchweek 28,Fri,Away,2.0,5.0,Schalke 04,49.0,11.0,16.7,2023,Hertha BSC
948,948,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Home,2.0,4.0,Werder Bremen,54.0,13.0,0.0,2023,Hertha BSC
949,949,2023-04-30,15:30,Bundesliga,Matchweek 30,Sun,Away,0.0,2.0,Bayern Munich,20.0,2.0,77.8,2023,Hertha BSC
950,950,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Home,2.0,1.0,Stuttgart,30.0,7.0,75.0,2023,Hertha BSC
951,951,2023-05-12,20:30,Bundesliga,Matchweek 32,Fri,Away,2.0,5.0,Köln,37.0,9.0,68.8,2023,Hertha BSC
952,952,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Home,1.0,1.0,Bochum,50.0,14.0,75.0,2023,Hertha BSC
953,953,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,2.0,1.0,Wolfsburg,36.0,8.0,85.7,2023,Hertha BSC
954,954,2021-08-13,20:30,Bundesliga,Matchweek 1,Fri,Away,1.0,1.0,M'Gladbach,65.0,21.0,75.0,2022,Bayern Munich
955,955,2021-08-22,17:30,Bundesliga,Matchweek 2,Sun,Home,3.0,2.0,Köln,57.0,18.0,33.3,2022,Bayern Munich
956,956,2021-08-28,18:30,Bundesliga,Matchweek 3,Sat,Home,5.0,0.0,Hertha BSC,63.0,16.0,100.0,2022,Bayern Munich
957,957,2021-09-11,18:30,Bundesliga,Matchweek 4,Sat,Away,4.0,1.0,RB Leipzig,48.0,17.0,75.0,2022,Bayern Munich
958,958,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Home,7.0,0.0,Bochum,69.0,24.0,,2022,Bayern Munich
959,959,2021-09-24,20:30,Bundesliga,Matchweek 6,Fri,Away,3.0,1.0,Greuther Fürth,67.0,12.0,80.0,2022,Bayern Munich
960,960,2021-10-03,17:30,Bundesliga,Matchweek 7,Sun,Home,1.0,2.0,Eint Frankfurt,72.0,20.0,33.3,2022,Bayern Munich
961,961,2021-10-17,15:30,Bundesliga,Matchweek 8,Sun,Away,5.0,1.0,Leverkusen,59.0,27.0,75.0,2022,Bayern Munich
962,962,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,4.0,0.0,Hoffenheim,61.0,15.0,100.0,2022,Bayern Munich
963,963,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,5.0,2.0,Union Berlin,60.0,10.0,66.7,2022,Bayern Munich
964,964,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,2.0,1.0,Freiburg,63.0,29.0,66.7,2022,Bayern Munich
965,965,2021-11-19,20:30,Bundesliga,Matchweek 12,Fri,Away,1.0,2.0,Augsburg,78.0,18.0,33.3,2022,Bayern Munich
966,966,2021-11-27,18:30,Bundesliga,Matchweek 13,Sat,Home,1.0,0.0,Arminia,73.0,22.0,,2022,Bayern Munich
967,967,2021-12-04,18:30,Bundesliga,Matchweek 14,Sat,Away,3.0,2.0,Dortmund,53.0,16.0,50.0,2022,Bayern Munich
968,968,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,2.0,1.0,Mainz 05,64.0,20.0,75.0,2022,Bayern Munich
969,969,2021-12-14,18:30,Bundesliga,Matchweek 16,Tue,Away,5.0,0.0,Stuttgart,56.0,25.0,100.0,2022,Bayern Munich
970,970,2021-12-17,20:30,Bundesliga,Matchweek 17,Fri,Home,4.0,0.0,Wolfsburg,63.0,25.0,100.0,2022,Bayern Munich
971,971,2022-01-07,20:30,Bundesliga,Matchweek 18,Fri,Home,1.0,2.0,M'Gladbach,62.0,18.0,50.0,2022,Bayern Munich
972,972,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,4.0,0.0,Köln,51.0,23.0,100.0,2022,Bayern Munich
973,973,2022-01-23,17:30,Bundesliga,Matchweek 20,Sun,Away,4.0,1.0,Hertha BSC,70.0,30.0,50.0,2022,Bayern Munich
974,974,2022-02-05,18:30,Bundesliga,Matchweek 21,Sat,Home,3.0,2.0,RB Leipzig,58.0,23.0,71.4,2022,Bayern Munich
975,975,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,2.0,4.0,Bochum,64.0,21.0,50.0,2022,Bayern Munich
976,976,2022-02-20,15:30,Bundesliga,Matchweek 23,Sun,Home,4.0,1.0,Greuther Fürth,78.0,20.0,66.7,2022,Bayern Munich
977,977,2022-02-26,18:30,Bundesliga,Matchweek 24,Sat,Away,1.0,0.0,Eint Frankfurt,68.0,21.0,100.0,2022,Bayern Munich
978,978,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,1.0,1.0,Leverkusen,68.0,19.0,50.0,2022,Bayern Munich
979,979,2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,1.0,1.0,Hoffenheim,62.0,18.0,83.3,2022,Bayern Munich
980,980,2022-03-19,18:30,Bundesliga,Matchweek 27,Sat,Home,4.0,0.0,Union Berlin,70.0,15.0,100.0,2022,Bayern Munich
981,981,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,4.0,1.0,Freiburg,61.0,21.0,66.7,2022,Bayern Munich
982,982,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,1.0,0.0,Augsburg,67.0,13.0,100.0,2022,Bayern Munich
983,983,2022-04-17,15:30,Bundesliga,Matchweek 30,Sun,Away,3.0,0.0,Arminia,75.0,22.0,100.0,2022,Bayern Munich
984,984,2022-04-23,18:30,Bundesliga,Matchweek 31,Sat,Home,3.0,1.0,Dortmund,58.0,14.0,100.0,2022,Bayern Munich
985,985,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,1.0,3.0,Mainz 05,68.0,7.0,57.1,2022,Bayern Munich
986,986,2022-05-08,17:30,Bundesliga,Matchweek 33,Sun,Home,2.0,2.0,Stuttgart,75.0,22.0,60.0,2022,Bayern Munich
987,987,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,2.0,2.0,Wolfsburg,67.0,26.0,0.0,2022,Bayern Munich
988,988,2021-08-14,18:30,Bundesliga,Matchweek 1,Sat,Home,5.0,2.0,Eint Frankfurt,60.0,13.0,33.3,2022,Dortmund
989,989,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,1.0,2.0,Freiburg,76.0,18.0,50.0,2022,Dortmund
990,990,2021-08-27,20:30,Bundesliga,Matchweek 3,Fri,Home,3.0,2.0,Hoffenheim,59.0,24.0,60.0,2022,Dortmund
991,991,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,4.0,3.0,Leverkusen,58.0,13.0,40.0,2022,Dortmund
992,992,2021-09-19,17:30,Bundesliga,Matchweek 5,Sun,Home,4.0,2.0,Union Berlin,63.0,13.0,83.3,2022,Dortmund
993,993,2021-09-25,18:30,Bundesliga,Matchweek 6,Sat,Away,0.0,1.0,M'Gladbach,45.0,8.0,66.7,2022,Dortmund
994,994,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,2.0,1.0,Augsburg,69.0,19.0,66.7,2022,Dortmund
995,995,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,3.0,1.0,Mainz 05,67.0,10.0,50.0,2022,Dortmund
996,996,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,3.0,1.0,Arminia,69.0,13.0,100.0,2022,Dortmund
997,997,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,2.0,0.0,Köln,42.0,8.0,100.0,2022,Dortmund
998,998,2021-11-06,18:30,Bundesliga,Matchweek 11,Sat,Away,1.0,2.0,RB Leipzig,46.0,11.0,66.7,2022,Dortmund
999,999,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,2.0,1.0,Stuttgart,64.0,21.0,75.0,2022,Dortmund
1000,1000,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,3.0,1.0,Wolfsburg,58.0,14.0,85.7,2022,Dortmund
1001,1001,2021-12-04,18:30,Bundesliga,Matchweek 14,Sat,Home,2.0,3.0,Bayern Munich,47.0,12.0,66.7,2022,Dortmund
1002,1002,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,1.0,1.0,Bochum,67.0,20.0,100.0,2022,Dortmund
1003,1003,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,3.0,0.0,Greuther Fürth,68.0,11.0,100.0,2022,Dortmund
1004,1004,2021-12-18,18:30,Bundesliga,Matchweek 17,Sat,Away,2.0,3.0,Hertha BSC,59.0,11.0,40.0,2022,Dortmund
1005,1005,2022-01-08,18:30,Bundesliga,Matchweek 18,Sat,Away,3.0,2.0,Eint Frankfurt,64.0,20.0,60.0,2022,Dortmund
1006,1006,2022-01-14,20:30,Bundesliga,Matchweek 19,Fri,Home,5.0,1.0,Freiburg,66.0,20.0,75.0,2022,Dortmund
1007,1007,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,3.0,2.0,Hoffenheim,42.0,4.0,33.3,2022,Dortmund
1008,1008,2022-02-06,15:30,Bundesliga,Matchweek 21,Sun,Home,2.0,5.0,Leverkusen,64.0,14.0,16.7,2022,Dortmund
1009,1009,2022-02-13,15:30,Bundesliga,Matchweek 22,Sun,Away,3.0,0.0,Union Berlin,60.0,10.0,100.0,2022,Dortmund
1010,1010,2022-02-20,17:30,Bundesliga,Matchweek 23,Sun,Home,6.0,0.0,M'Gladbach,50.0,15.0,100.0,2022,Dortmund
1011,1011,2022-02-27,17:30,Bundesliga,Matchweek 24,Sun,Away,1.0,1.0,Augsburg,64.0,10.0,66.7,2022,Dortmund
1012,1012,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,1.0,0.0,Arminia,59.0,19.0,100.0,2022,Dortmund
1013,1013,2022-03-16,18:30,Bundesliga,Matchweek 25,Wed,Away,1.0,0.0,Mainz 05,59.0,11.0,100.0,2022,Dortmund
1014,1014,2022-03-20,19:30,Bundesliga,Matchweek 27,Sun,Away,1.0,1.0,Köln,46.0,9.0,0.0,2022,Dortmund
1015,1015,2022-04-02,18:30,Bundesliga,Matchweek 28,Sat,Home,1.0,4.0,RB Leipzig,64.0,10.0,20.0,2022,Dortmund
1016,1016,2022-04-08,20:30,Bundesliga,Matchweek 29,Fri,Away,2.0,0.0,Stuttgart,58.0,12.0,100.0,2022,Dortmund
1017,1017,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,6.0,1.0,Wolfsburg,60.0,12.0,75.0,2022,Dortmund
1018,1018,2022-04-23,18:30,Bundesliga,Matchweek 31,Sat,Away,1.0,3.0,Bayern Munich,42.0,6.0,50.0,2022,Dortmund
1019,1019,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,3.0,4.0,Bochum,69.0,16.0,50.0,2022,Dortmund
1020,1020,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,3.0,1.0,Greuther Fürth,57.0,8.0,66.7,2022,Dortmund
1021,1021,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,2.0,1.0,Hertha BSC,73.0,7.0,100.0,2022,Dortmund
1022,1022,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,1.0,1.0,Union Berlin,66.0,16.0,80.0,2022,Bayer Leverkusen
1023,1023,2021-08-21,18:30,Bundesliga,Matchweek 2,Sat,Home,4.0,0.0,M'Gladbach,47.0,12.0,100.0,2022,Bayer Leverkusen
1024,1024,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,4.0,1.0,Augsburg,57.0,14.0,75.0,2022,Bayer Leverkusen
1025,1025,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,3.0,4.0,Dortmund,42.0,11.0,50.0,2022,Bayer Leverkusen
1026,1026,2021-09-19,15:30,Bundesliga,Matchweek 5,Sun,Away,3.0,1.0,Stuttgart,36.0,7.0,83.3,2022,Bayer Leverkusen
1027,1027,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,1.0,0.0,Mainz 05,67.0,17.0,100.0,2022,Bayer Leverkusen
1028,1028,2021-10-03,19:30,Bundesliga,Matchweek 7,Sun,Away,4.0,0.0,Arminia,66.0,17.0,100.0,2022,Bayer Leverkusen
1029,1029,2021-10-17,15:30,Bundesliga,Matchweek 8,Sun,Home,1.0,5.0,Bayern Munich,41.0,6.0,54.5,2022,Bayer Leverkusen
1030,1030,2021-10-24,15:30,Bundesliga,Matchweek 9,Sun,Away,2.0,2.0,Köln,38.0,9.0,60.0,2022,Bayer Leverkusen
1031,1031,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,0.0,2.0,Wolfsburg,65.0,12.0,75.0,2022,Bayer Leverkusen
1032,1032,2021-11-07,15:30,Bundesliga,Matchweek 11,Sun,Away,1.0,1.0,Hertha BSC,54.0,9.0,80.0,2022,Bayer Leverkusen
1033,1033,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,1.0,0.0,Bochum,55.0,11.0,100.0,2022,Bayer Leverkusen
1034,1034,2021-11-28,17:30,Bundesliga,Matchweek 13,Sun,Away,3.0,1.0,RB Leipzig,42.0,11.0,66.7,2022,Bayer Leverkusen
1035,1035,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,7.0,1.0,Greuther Fürth,60.0,13.0,66.7,2022,Bayer Leverkusen
1036,1036,2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Away,2.0,5.0,Eint Frankfurt,56.0,10.0,28.6,2022,Bayer Leverkusen
1037,1037,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,2.0,2.0,Hoffenheim,46.0,16.0,66.7,2022,Bayer Leverkusen
1038,1038,2021-12-19,15:30,Bundesliga,Matchweek 17,Sun,Away,1.0,2.0,Freiburg,57.0,7.0,80.0,2022,Bayer Leverkusen
1039,1039,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,2.0,2.0,Union Berlin,64.0,19.0,71.4,2022,Bayer Leverkusen
1040,1040,2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Away,2.0,1.0,M'Gladbach,46.0,30.0,83.3,2022,Bayer Leverkusen
1041,1041,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,5.0,1.0,Augsburg,66.0,22.0,80.0,2022,Bayer Leverkusen
1042,1042,2022-02-06,15:30,Bundesliga,Matchweek 21,Sun,Away,5.0,2.0,Dortmund,36.0,10.0,66.7,2022,Bayer Leverkusen
1043,1043,2022-02-12,18:30,Bundesliga,Matchweek 22,Sat,Home,4.0,2.0,Stuttgart,69.0,20.0,50.0,2022,Bayer Leverkusen
1044,1044,2022-02-18,20:30,Bundesliga,Matchweek 23,Fri,Away,2.0,3.0,Mainz 05,59.0,7.0,40.0,2022,Bayer Leverkusen
1045,1045,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,3.0,0.0,Arminia,71.0,21.0,100.0,2022,Bayer Leverkusen
1046,1046,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,1.0,1.0,Bayern Munich,32.0,9.0,80.0,2022,Bayer Leverkusen
1047,1047,2022-03-13,15:30,Bundesliga,Matchweek 26,Sun,Home,0.0,1.0,Köln,55.0,15.0,66.7,2022,Bayer Leverkusen
1048,1048,2022-03-20,17:30,Bundesliga,Matchweek 27,Sun,Away,2.0,0.0,Wolfsburg,50.0,15.0,100.0,2022,Bayer Leverkusen
1049,1049,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,2.0,1.0,Hertha BSC,68.0,19.0,75.0,2022,Bayer Leverkusen
1050,1050,2022-04-10,15:30,Bundesliga,Matchweek 29,Sun,Away,0.0,0.0,Bochum,59.0,9.0,100.0,2022,Bayer Leverkusen
1051,1051,2022-04-17,19:30,Bundesliga,Matchweek 30,Sun,Home,0.0,1.0,RB Leipzig,47.0,12.0,0.0,2022,Bayer Leverkusen
1052,1052,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,4.0,1.0,Greuther Fürth,48.0,9.0,66.7,2022,Bayer Leverkusen
1053,1053,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Home,2.0,0.0,Eint Frankfurt,55.0,11.0,100.0,2022,Bayer Leverkusen
1054,1054,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,4.0,2.0,Hoffenheim,53.0,16.0,60.0,2022,Bayer Leverkusen
1055,1055,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,2.0,1.0,Freiburg,53.0,11.0,50.0,2022,Bayer Leverkusen
1056,1056,2021-08-15,15:30,Bundesliga,Matchweek 1,Sun,Away,0.0,1.0,Mainz 05,70.0,13.0,50.0,2022,RB Leipzig
1057,1057,2021-08-20,20:30,Bundesliga,Matchweek 2,Fri,Home,4.0,0.0,Stuttgart,52.0,27.0,100.0,2022,RB Leipzig
1058,1058,2021-08-29,17:30,Bundesliga,Matchweek 3,Sun,Away,0.0,1.0,Wolfsburg,52.0,11.0,50.0,2022,RB Leipzig
1059,1059,2021-09-11,18:30,Bundesliga,Matchweek 4,Sat,Home,1.0,4.0,Bayern Munich,52.0,10.0,50.0,2022,RB Leipzig
1060,1060,2021-09-18,18:30,Bundesliga,Matchweek 5,Sat,Away,1.0,1.0,Köln,53.0,19.0,80.0,2022,RB Leipzig
1061,1061,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,6.0,0.0,Hertha BSC,61.0,17.0,100.0,2022,RB Leipzig
1062,1062,2021-10-02,18:30,Bundesliga,Matchweek 7,Sat,Home,3.0,0.0,Bochum,59.0,16.0,100.0,2022,RB Leipzig
1063,1063,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,1.0,1.0,Freiburg,47.0,11.0,75.0,2022,RB Leipzig
1064,1064,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,4.0,1.0,Greuther Fürth,56.0,12.0,100.0,2022,RB Leipzig
1065,1065,2021-10-30,18:30,Bundesliga,Matchweek 10,Sat,Away,1.0,1.0,Eint Frankfurt,53.0,14.0,66.7,2022,RB Leipzig
1066,1066,2021-11-06,18:30,Bundesliga,Matchweek 11,Sat,Home,2.0,1.0,Dortmund,54.0,14.0,66.7,2022,RB Leipzig
1067,1067,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,0.0,2.0,Hoffenheim,58.0,5.0,75.0,2022,RB Leipzig
1068,1068,2021-11-28,17:30,Bundesliga,Matchweek 13,Sun,Home,1.0,3.0,Leverkusen,58.0,12.0,25.0,2022,RB Leipzig
1069,1069,2021-12-03,20:30,Bundesliga,Matchweek 14,Fri,Away,1.0,2.0,Union Berlin,63.0,12.0,50.0,2022,RB Leipzig
1070,1070,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,4.0,1.0,M'Gladbach,53.0,19.0,80.0,2022,RB Leipzig
1071,1071,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Away,1.0,1.0,Augsburg,68.0,12.0,100.0,2022,RB Leipzig
1072,1072,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,0.0,2.0,Arminia,77.0,17.0,50.0,2022,RB Leipzig
1073,1073,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,4.0,1.0,Mainz 05,68.0,14.0,0.0,2022,RB Leipzig
1074,1074,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,2.0,0.0,Stuttgart,49.0,6.0,100.0,2022,RB Leipzig
1075,1075,2022-01-23,15:30,Bundesliga,Matchweek 20,Sun,Home,2.0,0.0,Wolfsburg,53.0,11.0,100.0,2022,RB Leipzig
1076,1076,2022-02-05,18:30,Bundesliga,Matchweek 21,Sat,Away,2.0,3.0,Bayern Munich,42.0,12.0,57.1,2022,RB Leipzig
1077,1077,2022-02-11,20:30,Bundesliga,Matchweek 22,Fri,Home,3.0,1.0,Köln,50.0,6.0,50.0,2022,RB Leipzig
1078,1078,2022-02-20,19:30,Bundesliga,Matchweek 23,Sun,Away,6.0,1.0,Hertha BSC,64.0,17.0,75.0,2022,RB Leipzig
1079,1079,2022-02-27,15:30,Bundesliga,Matchweek 24,Sun,Away,1.0,0.0,Bochum,49.0,6.0,100.0,2022,RB Leipzig
1080,1080,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,1.0,1.0,Freiburg,71.0,14.0,66.7,2022,RB Leipzig
1081,1081,2022-03-13,19:30,Bundesliga,Matchweek 26,Sun,Away,6.0,1.0,Greuther Fürth,53.0,12.0,0.0,2022,RB Leipzig
1082,1082,2022-03-20,15:30,Bundesliga,Matchweek 27,Sun,Home,0.0,0.0,Eint Frankfurt,55.0,15.0,,2022,RB Leipzig
1083,1083,2022-04-02,18:30,Bundesliga,Matchweek 28,Sat,Away,4.0,1.0,Dortmund,36.0,10.0,50.0,2022,RB Leipzig
1084,1084,2022-04-10,19:30,Bundesliga,Matchweek 29,Sun,Home,3.0,0.0,Hoffenheim,51.0,11.0,,2022,RB Leipzig
1085,1085,2022-04-17,19:30,Bundesliga,Matchweek 30,Sun,Away,1.0,0.0,Leverkusen,53.0,4.0,100.0,2022,RB Leipzig
1086,1086,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,1.0,2.0,Union Berlin,54.0,5.0,50.0,2022,RB Leipzig
1087,1087,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Away,1.0,3.0,M'Gladbach,51.0,12.0,50.0,2022,RB Leipzig
1088,1088,2022-05-08,19:30,Bundesliga,Matchweek 33,Sun,Home,4.0,0.0,Augsburg,64.0,13.0,,2022,RB Leipzig
